model_name sample size system_name config_name core0_status core1_status core2_status core3_status core_freq gpu_status gpu_freq emc_status emc_freq inference_time power_consumption
xception ILSVRC2017_test_00002118.JPEG 200x200 TX2 Config146 1 0 0 0 652800 1 1300500000 1 1600000000 0.22983211941189235 2039.5555555555557
xception ILSVRC2017_test_00002118.JPEG 200x200 TX2 Config147 1 0 0 0 652800 1 1300500000 1 1866000000 0.2541097270117866 1921.0
xception ILSVRC2017_test_00002118.JPEG 200x200 TX2 Config148 1 0 0 0 652800 1 140250000 1 1062400000 0.7347840468088785 1549.4444444444443
xception ILSVRC2017_test_00002118.JPEG 200x200 TX2 Config149 1 0 0 0 652800 1 140250000 1 1331200000 0.7197939025031196 1633.4444444444443
xception ILSVRC2017_test_00002118.JPEG 200x200 TX2 Config150 1 0 0 0 652800 1 140250000 1 1600000000 0.7083071072896322 1683.4444444444443
xception ILSVRC2017_test_00002118.JPEG 200x200 TX2 Config151 1 0 0 0 652800 1 140250000 1 1866000000 0.7010797394646539 1709.0
xception ILSVRC2017_test_00002118.JPEG 200x200 TX2 Config152 1 0 0 0 652800 1 497250000 1 1062400000 0.3154111173417833 1532.5555555555557
xception ILSVRC2017_test_00002118.JPEG 200x200 TX2 Config153 1 0 0 0 652800 1 497250000 1 1331200000 0.30436211162143284 1049.7777777777778
xception ILSVRC2017_test_00002118.JPEG 200x200 TX2 Config154 1 0 0 0 652800 1 497250000 1 1600000000 0.30258112483554417 1201.888888888889
xception ILSVRC2017_test_00002118.JPEG 200x200 TX2 Config155 1 0 0 0 652800 1 497250000 1 1866000000 0.29580701722039116 1133.7777777777778
xception ILSVRC2017_test_00002118.JPEG 200x200 TX2 Config156 1 0 0 0 652800 1 943500000 1 1062400000 0.24445443683200413 1490.111111111111
xception ILSVRC2017_test_00002118.JPEG 200x200 TX2 Config157 1 0 0 0 652800 1 943500000 1 1331200000 0.25378738509284127 1388.5555555555557
xception ILSVRC2017_test_00002118.JPEG 200x200 TX2 Config158 1 0 0 0 652800 1 943500000 1 1600000000 0.23565708266364205 1371.4444444444443
xception ILSVRC2017_test_00002118.JPEG 200x200 TX2 Config159 1 0 0 0 652800 1 943500000 1 1866000000 0.22842656241522896 1278.0
